customer_id,country,first_purchase_date
12409,Switzerland,2011-06-10 12:19:00
12410,Switzerland,2011-02-04 10:38:00
12412,Denmark,2011-06-23 13:51:00
12413,France,2011-01-06 16:12:00
12414,Austria,2011-02-02 14:51:00
12415,Australia,2011-01-06 11:12:00
12417,Belgium,2010-12-17 11:51:00
12418,Switzerland,2011-08-19 11:08:00
12420,Cyprus,2011-10-07 08:55:00
12421,Spain,2011-01-24 15:09:00
12422,Australia,2011-01-19 09:13:00
12423,Belgium,2010-12-21 10:54:00
12424,Australia,2011-06-30 12:06:00
12425,Portugal,2011-09-22 17:31:00
12426,Germany,2011-05-29 12:26:00
12427,Germany,2010-12-03 10:44:00
12428,Finland,2011-03-01 09:33:00
12429,Denmark,2010-12-09 12:05:00
12430,Norway,2011-10-27 15:09:00
12431,Australia,2010-12-01 10:03:00
12432,Norway,2011-06-20 13:27:00
12433,Norway,2010-12-01 13:24:00
12434,Australia,2011-03-24 13:05:00
12435,Denmark,2011-03-17 07:40:00
12436,Norway,2011-09-01 12:09:00
12437,France,2011-01-12 14:13:00
12438,Norway,2011-07-22 13:29:00
12441,France,2010-12-08 10:45:00
12442,Spain,2011-12-06 14:22:00
12444,Norway,2011-06-21 14:00:00
12445,Spain,2011-11-17 18:43:00
12446,RSA,2011-10-13 12:50:00
12447,Belgium,2011-04-10 13:25:00
12448,Spain,2011-10-26 13:46:00
12449,Belgium,2011-06-05 15:37:00
12450,Spain,2011-06-19 14:36:00
12451,Switzerland,2011-01-19 09:05:00
12452,Switzerland,2011-11-23 08:05:00
12453,Austria,2011-07-28 14:08:00
12454,Spain,2011-10-14 17:13:00
12455,Cyprus,2011-02-16 09:56:00
12456,Switzerland,2011-03-30 09:12:00
12457,Switzerland,2011-04-14 18:57:00
12458,Switzerland,2011-02-28 10:55:00
12461,Switzerland,2011-07-08 10:23:00
12462,Spain,2011-02-09 14:44:00
12463,Belgium,2011-04-12 12:47:00
12464,Belgium,2011-02-03 13:30:00
12465,Belgium,2011-06-23 13:37:00
12468,Germany,2011-01-27 13:29:00
12471,Germany,2010-12-10 09:35:00
12472,Germany,2010-12-05 14:19:00
12473,Germany,2011-06-01 10:15:00
12474,Germany,2011-01-14 10:06:00
12475,Germany,2011-10-17 10:10:00
12476,Germany,2010-12-13 14:39:00
12477,Germany,2011-02-11 12:45:00
12478,Greece,2011-12-06 09:56:00
12479,Germany,2011-11-28 13:26:00
12480,Germany,2011-01-07 15:27:00
12481,Germany,2010-12-09 10:13:00
12483,Sweden,2011-01-04 14:20:00
12484,Spain,2011-01-07 14:04:00
12488,France,2011-09-25 10:34:00
12489,France,2011-01-07 13:13:00
12490,France,2011-01-14 09:13:00
12491,France,2011-11-01 12:18:00
12492,Germany,2011-08-26 14:51:00
12493,France,2011-05-26 14:53:00
12494,France,2010-12-09 11:31:00
12497,Germany,2011-09-19 12:29:00
12498,Germany,2011-10-13 09:30:00
12500,Germany,2011-01-10 09:48:00
12501,Germany,2011-01-07 12:28:00
12502,Spain,2011-02-03 10:41:00
12504,Germany,2011-11-09 14:56:00
12506,France,2011-04-21 08:54:00
12507,Spain,2011-02-14 09:24:00
12508,France,2011-11-10 16:27:00
12509,France,2011-02-28 14:45:00
12510,Spain,2011-01-18 14:04:00
12512,Israel,2011-10-04 14:53:00
12513,France,2011-08-19 10:51:00
12514,Italy,2011-03-17 16:38:00
12515,Italy,2010-12-21 15:43:00
12516,Germany,2011-06-12 11:37:00
12517,Germany,2011-06-02 15:13:00
12518,Germany,2011-08-21 13:18:00
12519,Germany,2011-10-07 09:26:00
12520,Germany,2011-03-11 11:35:00
12521,Germany,2011-07-20 10:51:00
12522,Germany,2011-10-19 14:41:00
12523,France,2011-01-12 09:43:00
12524,Germany,2011-01-10 10:35:00
12526,Germany,2011-09-06 14:19:00
12527,Germany,2011-01-18 12:05:00
12528,Germany,2011-01-31 09:05:00
12530,Germany,2011-01-07 10:04:00
12531,Germany,2011-11-25 11:12:00
12532,France,2011-11-09 13:47:00
12534,Germany,2011-08-01 10:26:00
12535,France,2011-06-06 12:47:00
12536,France,2011-10-11 14:52:00
12538,Spain,2011-11-10 17:16:00
12539,Spain,2011-01-10 09:11:00
12540,Spain,2010-12-13 09:39:00
12541,Spain,2011-03-04 09:32:00
12544,Spain,2011-11-03 16:15:00
12545,Spain,2011-03-25 12:04:00
12546,Spain,2011-09-23 09:44:00
12547,Spain,2011-03-04 12:46:00
12548,Spain,2011-06-26 15:35:00
12550,Spain,2011-09-21 14:35:00
12551,Spain,2010-12-17 11:23:00
12552,Italy,2011-10-31 12:11:00
12553,France,2011-01-14 10:42:00
12556,Spain,2011-07-11 13:35:00
12557,Spain,2010-12-03 12:20:00
12558,USA,2011-12-02 10:41:00
12559,Germany,2011-01-24 10:12:00
12560,Germany,2011-07-19 15:55:00
12561,Germany,2011-02-10 11:39:00
12562,France,2011-05-25 12:44:00
12564,France,2011-03-23 14:55:00
12565,Saudi Arabia,2011-02-24 10:34:00
12566,Germany,2011-09-14 14:30:00
12567,France,2010-12-05 11:57:00
12569,Germany,2011-04-01 13:47:00
12571,France,2011-08-10 12:35:00
12572,Germany,2011-10-19 08:20:00
12573,France,2011-04-26 15:52:00
12574,France,2011-01-28 09:20:00
12576,Poland,2011-02-08 11:31:00
12577,France,2010-12-15 16:21:00
12578,Italy,2011-01-13 15:34:00
12579,France,2011-09-22 17:15:00
12580,Germany,2011-04-07 10:24:00
12581,Germany,2011-10-31 08:56:00
12582,Finland,2011-02-24 11:42:00
12583,France,2010-12-01 08:45:00
12584,Italy,2011-03-04 15:15:00
12585,Germany,2010-12-23 12:58:00
12586,Italy,2011-11-22 16:24:00
12587,Finland,2011-12-02 12:47:00
12588,Finland,2011-10-31 15:01:00
12589,France,2011-07-18 12:05:00
12590,Germany,2011-05-12 14:46:00
12591,Italy,2011-01-26 14:35:00
12592,Germany,2011-05-10 13:44:00
12593,France,2011-05-05 09:29:00
12594,Italy,2011-01-21 09:52:00
12596,Spain,2011-04-11 13:22:00
12597,Spain,2011-03-16 14:00:00
12598,France,2011-02-28 11:58:00
12599,France,2011-02-08 13:28:00
12600,Germany,2010-12-03 12:57:00
12601,Germany,2011-01-11 10:38:00
12602,France,2011-10-12 11:22:00
12603,Germany,2011-11-18 10:42:00
12604,France,2011-03-23 12:06:00
12607,USA,2011-10-10 16:06:00
12609,Germany,2011-01-25 15:13:00
12610,Italy,2011-08-05 13:52:00
12611,Italy,2011-10-18 13:12:00
12612,Germany,2011-09-26 15:35:00
12613,Germany,2011-03-22 15:42:00
12614,Germany,2011-03-07 10:22:00
12615,France,2011-06-24 13:35:00
12616,France,2011-02-15 14:17:00
12617,France,2011-11-10 14:39:00
12618,Italy,2011-11-18 11:10:00
12619,Germany,2011-03-31 13:10:00
12620,France,2011-05-19 12:10:00
12621,Germany,2010-12-09 10:16:00
12622,Germany,2011-04-21 16:39:00
12623,Germany,2011-03-08 13:50:00
12624,France,2011-06-15 12:34:00
12625,Germany,2011-01-24 13:27:00
12626,Germany,2011-01-17 11:01:00
12627,Germany,2011-07-22 13:59:00
12628,Germany,2011-10-06 09:28:00
12630,Finland,2011-10-27 10:41:00
12631,Finland,2011-10-13 13:53:00
12633,Germany,2011-02-25 08:44:00
12635,Germany,2011-07-08 08:43:00
12637,France,2011-01-20 10:47:00
12638,Sweden,2011-11-06 13:11:00
12639,Sweden,2011-04-15 12:48:00
12640,France,2011-09-19 12:01:00
12641,Sweden,2011-08-16 13:26:00
12642,Germany,2011-08-24 09:23:00
12643,France,2011-01-11 11:48:00
12644,Germany,2011-08-02 10:33:00
12645,Germany,2011-01-27 13:08:00
12646,USA,2011-10-21 12:52:00
12647,Germany,2010-12-05 14:02:00
12648,Germany,2011-07-08 11:55:00
12649,Germany,2011-05-11 14:37:00
12650,France,2011-12-06 16:34:00
12651,France,2011-01-09 12:46:00
12652,France,2011-01-12 15:00:00
12653,Israel,2011-02-16 10:53:00
12654,Germany,2011-02-17 13:16:00
12656,France,2011-04-20 09:20:00
12657,France,2011-09-22 11:40:00
12658,Germany,2011-11-21 10:22:00
12659,France,2011-11-10 11:53:00
12660,France,2011-11-28 13:26:00
12662,Germany,2010-12-01 13:04:00
12664,Finland,2011-01-21 11:42:00
12665,Germany,2011-01-19 08:34:00
12667,Finland,2011-10-12 17:00:00
12668,Germany,2010-12-19 12:46:00
12669,France,2011-03-28 10:15:00
12670,France,2011-04-21 10:16:00
12672,France,2011-01-14 09:20:00
12673,Germany,2011-01-17 11:46:00
12674,France,2011-05-16 09:10:00
12676,Sweden,2011-02-01 15:41:00
12678,France,2010-12-21 11:00:00
12679,France,2011-03-01 12:26:00
12680,France,2011-08-18 15:44:00
12681,France,2010-12-07 10:08:00
12682,France,2010-12-03 13:59:00
12683,France,2010-12-09 10:37:00
12684,France,2011-05-10 12:55:00
12685,France,2011-09-07 10:28:00
12686,France,2010-12-03 09:51:00
12688,Israel,2011-08-18 08:49:00
12689,France,2011-08-04 10:04:00
12690,France,2011-05-18 09:09:00
12691,France,2010-12-17 14:46:00
12693,Germany,2011-01-24 12:58:00
12694,France,2011-06-09 17:48:00
12695,France,2011-05-13 13:15:00
12697,Sweden,2011-06-23 15:44:00
12700,France,2011-05-08 16:10:00
12701,Germany,2011-04-11 13:02:00
12702,Germany,2011-11-20 10:36:00
12703,Germany,2011-09-29 17:52:00
12704,Finland,2011-06-23 10:20:00
12705,Germany,2010-12-17 15:58:00
12707,France,2011-02-21 08:38:00
12708,Germany,2010-12-06 10:43:00
12709,Germany,2010-12-08 09:49:00
12710,Germany,2011-05-22 14:05:00
12712,Germany,2010-12-03 14:30:00
12713,Germany,2011-12-09 12:16:00
12714,France,2011-02-18 10:53:00
12715,Sweden,2011-08-25 15:22:00
12716,France,2011-07-29 13:28:00
12717,Greece,2011-04-08 10:32:00
12718,France,2011-09-29 16:38:00
12719,France,2011-10-05 14:50:00
12720,Germany,2010-12-05 15:21:00
12721,France,2010-12-20 11:38:00
12722,France,2011-07-12 11:55:00
12723,France,2011-10-05 15:52:00
12724,France,2011-01-11 15:00:00
12725,Italy,2010-12-03 15:45:00
12726,France,2010-12-17 12:56:00
12727,France,2011-01-23 15:17:00
12728,France,2011-01-11 13:31:00
12729,France,2011-08-18 11:40:00
12731,France,2010-12-10 10:56:00
12732,France,2011-06-13 11:33:00
12733,USA,2011-04-19 16:19:00
12734,France,2010-12-22 12:47:00
12735,France,2011-01-06 14:26:00
12736,France,2011-01-11 07:57:00
12738,Germany,2010-12-02 18:27:00
12739,United Arab Emirates,2011-09-01 17:45:00
12740,France,2011-10-07 10:44:00
12743,Unspecified,2011-07-28 16:06:00
12744,Singapore,2011-01-25 13:26:00
12747,United Kingdom,2010-12-05 15:38:00
12748,United Kingdom,2010-12-01 12:48:00
12749,United Kingdom,2011-05-10 15:25:00
12750,Poland,2011-08-03 09:13:00
12752,Norway,2011-09-19 13:32:00
12753,Japan,2010-12-12 11:44:00
12754,Japan,2011-02-04 10:31:00
12755,Japan,2010-12-09 10:44:00
12756,Japan,2011-09-14 09:31:00
12757,Portugal,2011-05-12 19:01:00
12758,Portugal,2011-03-08 12:05:00
12759,Netherlands,2011-03-09 08:09:00
12762,Portugal,2011-11-14 14:23:00
12763,Japan,2010-12-05 15:46:00
12764,Lebanon,2011-01-27 10:19:00
12766,Portugal,2010-12-08 13:53:00
12769,Brazil,2011-04-15 10:25:00
12770,Japan,2011-05-13 09:33:00
12772,Portugal,2011-10-11 09:19:00
12775,Netherlands,2011-02-01 13:45:00
12778,Netherlands,2011-01-31 14:35:00
12779,Poland,2010-12-03 13:40:00
12781,Czech Republic,2011-02-28 08:43:00
12782,Portugal,2010-12-17 11:30:00
12783,Portugal,2011-09-25 15:35:00
12784,Portugal,2011-11-24 12:53:00
12785,Portugal,2010-12-10 13:48:00
12787,Netherlands,2011-05-31 09:36:00
12789,Netherlands,2011-10-05 13:34:00
12790,Netherlands,2011-05-31 14:14:00
12791,Netherlands,2010-12-01 11:27:00
12792,Portugal,2011-03-28 11:36:00
12793,Portugal,2010-12-03 15:14:00
12794,Portugal,2011-09-02 12:01:00
12795,Portugal,2011-11-21 10:27:00
12797,Portugal,2010-12-09 10:55:00
12798,Japan,2011-06-22 10:11:00
12802,Netherlands,2011-06-06 09:36:00
12808,Portugal,2010-12-06 10:27:00
12809,Portugal,2011-06-15 10:51:00
12811,Portugal,2011-02-28 15:39:00
12812,Japan,2011-10-26 09:54:00
12814,Poland,2011-08-30 12:11:00
12815,Poland,2011-05-25 13:34:00
12816,Poland,2011-06-16 13:24:00
12817,Austria,2011-03-03 16:28:00
12818,Austria,2011-03-23 12:06:00
12820,United Kingdom,2011-01-17 12:34:00
12821,United Kingdom,2011-05-09 15:51:00
12822,United Kingdom,2011-09-13 13:46:00
12823,United Kingdom,2011-02-16 12:15:00
12824,United Kingdom,2011-10-11 12:49:00
12826,United Kingdom,2010-12-09 15:21:00
12827,United Kingdom,2011-10-26 15:44:00
12828,United Kingdom,2011-08-01 16:16:00
12829,United Kingdom,2010-12-14 14:54:00
12830,United Kingdom,2011-06-21 10:53:00
12831,United Kingdom,2011-03-22 13:02:00
12832,United Kingdom,2011-09-02 13:48:00
12833,United Kingdom,2011-07-17 13:46:00
12834,United Kingdom,2011-03-02 09:49:00
12836,United Kingdom,2011-02-01 11:19:00
12837,United Kingdom,2011-06-19 16:07:00
12838,United Kingdom,2010-12-01 11:57:00
12839,United Kingdom,2010-12-07 15:48:00
12840,United Kingdom,2011-04-27 12:21:00
12841,United Kingdom,2010-12-03 10:43:00
12842,United Kingdom,2011-02-04 12:36:00
12843,United Kingdom,2011-03-20 14:38:00
12844,United Kingdom,2011-08-01 13:11:00
12845,United Kingdom,2011-02-22 14:10:00
12847,United Kingdom,2011-11-17 13:16:00
12849,United Kingdom,2011-03-16 12:26:00
12851,United Kingdom,2011-09-04 12:41:00
12852,United Kingdom,2011-02-18 08:47:00
12853,United Kingdom,2011-01-28 10:28:00
12854,United Kingdom,2011-01-25 13:35:00
12855,United Kingdom,2010-12-02 09:37:00
12856,United Kingdom,2011-10-07 12:38:00
12857,United Kingdom,2011-02-10 12:32:00
12863,United Kingdom,2011-10-18 14:15:00
12864,United Kingdom,2011-07-24 13:03:00
12865,Austria,2011-08-08 10:11:00
12866,Belgium,2011-03-01 14:11:00
12867,United Kingdom,2010-12-14 16:39:00
12868,United Kingdom,2010-12-01 12:50:00
12871,United Kingdom,2011-05-16 13:32:00
12872,United Kingdom,2010-12-09 14:44:00
12873,United Kingdom,2011-03-02 14:58:00
12875,United Kingdom,2010-12-12 12:03:00
12876,Belgium,2011-05-27 13:34:00
12877,United Kingdom,2010-12-16 12:23:00
12878,United Kingdom,2011-03-18 14:02:00
12879,United Kingdom,2011-09-09 12:11:00
12881,United Kingdom,2011-03-09 11:44:00
12882,United Kingdom,2011-11-06 11:22:00
12883,United Kingdom,2011-09-11 15:18:00
12884,United Kingdom,2011-09-12 13:10:00
12885,United Kingdom,2011-08-08 11:45:00
12886,United Kingdom,2011-05-04 11:21:00
12888,United Kingdom,2011-03-29 14:31:00
12890,United Kingdom,2011-11-15 17:26:00
12891,United Kingdom,2011-02-20 11:28:00
12893,United Kingdom,2011-11-09 12:34:00
12895,United Kingdom,2011-09-14 08:35:00
12897,United Kingdom,2011-02-11 11:40:00
12901,United Kingdom,2011-03-14 10:41:00
12902,United Kingdom,2011-03-20 12:06:00
12904,United Kingdom,2011-06-20 13:18:00
12906,United Kingdom,2011-09-22 15:03:00
12908,United Kingdom,2011-01-31 12:37:00
12909,United Kingdom,2011-03-31 12:51:00
12910,United Kingdom,2011-04-12 10:01:00
12912,United Kingdom,2011-10-30 11:35:00
12913,United Kingdom,2010-12-06 16:36:00
12915,United Kingdom,2010-12-02 12:33:00
12916,United Kingdom,2011-01-23 10:43:00
12917,United Kingdom,2011-08-03 16:42:00
12919,United Kingdom,2011-06-23 09:22:00
12920,United Kingdom,2011-11-22 15:05:00
12921,United Kingdom,2010-12-01 15:06:00
12922,United Kingdom,2011-07-01 15:35:00
12923,United Kingdom,2011-10-06 16:20:00
12924,United Kingdom,2011-01-16 11:49:00
12925,United Kingdom,2011-09-26 11:05:00
12928,United Kingdom,2010-12-15 15:45:00
12929,United Kingdom,2011-02-01 12:08:00
12930,United Kingdom,2011-06-21 13:25:00
12931,United Kingdom,2010-12-17 09:45:00
12933,United Kingdom,2011-03-01 11:30:00
12935,United Kingdom,2011-01-24 13:58:00
12936,United Kingdom,2011-09-22 13:51:00
12937,United Kingdom,2011-03-17 14:19:00
12938,United Kingdom,2011-11-14 11:21:00
12939,United Kingdom,2011-01-09 11:20:00
12940,United Kingdom,2011-09-13 10:16:00
12942,United Kingdom,2010-12-09 09:34:00
12944,United Kingdom,2010-12-20 10:41:00
12945,United Kingdom,2011-02-24 14:15:00
12947,United Kingdom,2010-12-01 16:21:00
12948,United Kingdom,2011-03-20 10:17:00
12949,United Kingdom,2011-04-01 13:20:00
12950,United Kingdom,2011-11-15 13:48:00
12951,United Kingdom,2011-01-13 10:33:00
12952,United Kingdom,2011-09-22 16:37:00
12953,United Kingdom,2011-11-30 09:24:00
12955,United Kingdom,2011-03-17 09:03:00
12956,United Kingdom,2011-02-06 16:08:00
12957,United Kingdom,2011-01-04 12:18:00
12962,United Kingdom,2011-08-18 13:38:00
12963,United Kingdom,2010-12-09 09:14:00
12965,United Kingdom,2011-09-11 15:31:00
12966,United Kingdom,2011-11-30 12:38:00
12967,United Kingdom,2010-12-03 09:49:00
12968,United Kingdom,2011-08-19 15:44:00
12970,United Kingdom,2011-01-21 14:04:00
12971,United Kingdom,2010-12-02 16:42:00
12974,United Kingdom,2011-05-26 09:33:00
12976,United Kingdom,2011-05-12 09:55:00
12977,United Kingdom,2011-07-06 16:40:00
12980,United Kingdom,2010-12-16 11:36:00
12981,United Kingdom,2011-07-29 14:14:00
12982,United Kingdom,2011-04-11 11:51:00
12984,United Kingdom,2011-11-21 12:37:00
12985,United Kingdom,2011-11-11 12:44:00
12987,United Kingdom,2011-05-26 12:00:00
12988,United Kingdom,2011-02-20 14:31:00
12989,United Kingdom,2010-12-10 13:24:00
12990,United Kingdom,2011-02-02 15:39:00
12991,United Kingdom,2011-08-19 14:39:00
12993,United Kingdom,2011-02-14 14:29:00
12994,United Kingdom,2011-03-16 08:31:00
12995,United Kingdom,2011-09-15 15:44:00
12997,United Kingdom,2011-01-26 15:49:00
12999,United Kingdom,2011-04-08 10:26:00
13000,United Kingdom,2010-12-10 10:26:00
13001,United Kingdom,2011-01-17 12:45:00
13002,United Kingdom,2011-01-25 15:18:00
13003,United Kingdom,2011-05-09 08:23:00
13004,United Kingdom,2010-12-17 08:20:00
13005,United Kingdom,2011-04-07 13:32:00
13006,United Kingdom,2011-10-14 13:49:00
13008,United Kingdom,2011-01-20 14:24:00
13011,United Kingdom,2010-12-02 17:22:00
13012,United Kingdom,2011-02-18 09:43:00
13013,United Kingdom,2010-12-03 12:28:00
13014,United Kingdom,2011-03-03 18:28:00
13015,United Kingdom,2011-04-04 14:28:00
13016,United Kingdom,2011-08-08 15:00:00
13017,United Kingdom,2011-12-02 15:53:00
13018,United Kingdom,2011-02-17 11:05:00
13021,United Kingdom,2010-12-16 10:12:00
13023,United Kingdom,2011-08-02 09:34:00
13026,United Kingdom,2011-03-09 11:35:00
13027,United Kingdom,2010-12-20 12:45:00
13028,United Kingdom,2011-10-25 14:09:00
13029,United Kingdom,2010-12-21 13:53:00
13030,United Kingdom,2010-12-06 14:31:00
13032,United Kingdom,2011-09-13 16:40:00
13033,United Kingdom,2010-12-17 14:23:00
13034,United Kingdom,2010-12-05 14:52:00
13035,United Kingdom,2011-03-24 09:21:00
13037,United Kingdom,2011-03-28 15:42:00
13038,United Kingdom,2011-02-22 11:43:00
13040,United Kingdom,2011-11-06 13:53:00
13043,United Kingdom,2011-03-11 14:52:00
13044,United Kingdom,2011-02-21 15:20:00
13045,United Kingdom,2011-09-01 15:04:00
13046,United Kingdom,2011-03-18 15:43:00
13047,United Kingdom,2010-12-01 08:34:00
13048,United Kingdom,2011-01-16 14:36:00
13049,United Kingdom,2011-01-25 16:33:00
13050,United Kingdom,2010-12-08 09:30:00
13052,United Kingdom,2011-05-11 14:12:00
13055,United Kingdom,2011-05-10 08:58:00
13058,United Kingdom,2011-07-11 12:01:00
13059,United Kingdom,2011-04-04 10:40:00
13060,United Kingdom,2011-03-31 11:37:00
13061,United Kingdom,2011-09-28 16:04:00
13062,United Kingdom,2011-06-01 15:12:00
13064,United Kingdom,2011-01-16 13:41:00
13065,United Kingdom,2010-12-01 16:52:00
13066,United Kingdom,2011-11-07 17:06:00
13067,United Kingdom,2011-09-18 13:38:00
13068,United Kingdom,2011-01-24 08:20:00
13069,United Kingdom,2010-12-05 11:02:00
13070,United Kingdom,2011-05-31 13:45:00
13072,United Kingdom,2011-03-18 08:12:00
13075,United Kingdom,2011-08-02 10:19:00
13077,United Kingdom,2010-12-08 14:59:00
13078,United Kingdom,2010-12-08 09:07:00
13079,United Kingdom,2011-07-22 14:41:00
13080,United Kingdom,2011-06-13 14:59:00
13081,United Kingdom,2010-12-03 17:20:00
13082,United Kingdom,2011-01-05 15:42:00
13083,United Kingdom,2011-09-25 10:46:00
13085,United Kingdom,2011-02-17 13:57:00
13089,United Kingdom,2010-12-05 10:27:00
13090,United Kingdom,2010-12-02 07:48:00
13091,United Kingdom,2011-11-11 15:54:00
13092,United Kingdom,2010-12-15 12:27:00
13093,United Kingdom,2010-12-01 15:00:00
13094,United Kingdom,2010-12-06 10:34:00
13095,United Kingdom,2011-09-30 12:03:00
13097,United Kingdom,2010-12-14 15:13:00
13098,United Kingdom,2011-01-26 13:46:00
13099,United Kingdom,2011-09-01 17:40:00
13101,United Kingdom,2011-04-19 14:37:00
13102,United Kingdom,2010-12-09 13:38:00
13103,United Kingdom,2011-10-31 09:38:00
13104,United Kingdom,2010-12-20 11:58:00
13106,United Kingdom,2011-07-29 15:12:00
13107,United Kingdom,2011-01-10 12:28:00
13108,United Kingdom,2010-12-02 10:35:00
13109,United Kingdom,2011-07-05 14:56:00
13110,United Kingdom,2011-02-01 15:24:00
13113,United Kingdom,2010-12-08 13:21:00
13115,United Kingdom,2011-06-08 16:15:00
13116,United Kingdom,2011-07-24 14:33:00
13117,United Kingdom,2010-12-02 13:11:00
13118,United Kingdom,2011-02-24 12:32:00
13120,United Kingdom,2011-04-15 10:19:00
13121,United Kingdom,2011-03-15 16:47:00
13122,United Kingdom,2011-04-13 14:12:00
13124,United Kingdom,2010-12-15 15:00:00
13126,United Kingdom,2010-12-08 11:42:00
13127,United Kingdom,2011-09-23 10:26:00
13130,United Kingdom,2011-09-06 15:30:00
13131,United Kingdom,2011-06-05 10:54:00
13132,United Kingdom,2011-03-23 12:44:00
13133,United Kingdom,2011-02-08 15:48:00
13134,United Kingdom,2011-04-13 12:57:00
13135,United Kingdom,2011-05-27 10:52:00
13136,United Kingdom,2011-05-11 12:47:00
13137,United Kingdom,2011-02-04 11:54:00
13138,United Kingdom,2010-12-02 15:03:00
13139,United Kingdom,2011-03-25 11:57:00
13140,United Kingdom,2010-12-08 15:12:00
13141,United Kingdom,2011-01-28 13:04:00
13142,United Kingdom,2011-11-20 16:07:00
13144,United Kingdom,2011-01-11 11:15:00
13145,United Kingdom,2010-12-02 18:06:00
13146,United Kingdom,2011-11-13 15:29:00
13147,United Kingdom,2011-09-01 12:28:00
13148,United Kingdom,2010-12-10 13:06:00
13149,United Kingdom,2011-02-23 13:57:00
13151,United Kingdom,2011-02-17 12:29:00
13153,United Kingdom,2011-12-04 12:14:00
13155,United Kingdom,2010-12-06 12:44:00
13157,United Kingdom,2011-02-14 14:03:00
13158,United Kingdom,2011-01-25 09:58:00
13159,United Kingdom,2011-08-16 11:44:00
13160,United Kingdom,2011-11-17 13:07:00
13161,United Kingdom,2011-01-30 14:03:00
13162,United Kingdom,2011-01-09 10:43:00
13165,United Kingdom,2010-12-23 14:06:00
13166,United Kingdom,2011-03-01 15:16:00
13167,United Kingdom,2011-07-19 12:13:00
13168,United Kingdom,2011-01-25 13:55:00
13169,United Kingdom,2011-04-01 14:24:00
13170,United Kingdom,2011-11-13 12:19:00
13171,United Kingdom,2011-02-13 14:16:00
13173,United Kingdom,2010-12-07 14:30:00
13174,United Kingdom,2010-12-05 16:24:00
13176,United Kingdom,2011-10-24 15:43:00
13177,United Kingdom,2011-10-06 09:56:00
13178,United Kingdom,2010-12-14 12:22:00
13182,United Kingdom,2011-10-25 13:46:00
13183,United Kingdom,2011-01-09 10:50:00
13184,United Kingdom,2011-02-22 17:25:00
13185,United Kingdom,2011-03-17 11:56:00
13186,United Kingdom,2011-08-03 09:09:00
13187,United Kingdom,2011-01-06 18:57:00
13188,United Kingdom,2011-11-28 15:28:00
13189,United Kingdom,2011-08-16 13:12:00
13192,United Kingdom,2011-05-18 14:57:00
13193,United Kingdom,2011-10-09 14:30:00
13194,United Kingdom,2011-07-27 09:01:00
13196,United Kingdom,2011-03-22 14:24:00
13198,United Kingdom,2010-12-13 09:29:00
13199,United Kingdom,2010-12-08 10:51:00
13200,United Kingdom,2011-08-05 14:50:00
13203,United Kingdom,2011-04-11 14:40:00
13207,United Kingdom,2011-07-12 11:35:00
13208,United Kingdom,2011-02-03 19:32:00
13209,United Kingdom,2010-12-13 10:31:00
13210,United Kingdom,2011-09-07 08:18:00
13211,United Kingdom,2010-12-13 16:17:00
13212,United Kingdom,2011-10-09 14:48:00
13213,United Kingdom,2011-05-24 12:22:00
13216,United Kingdom,2011-03-17 12:18:00
13217,United Kingdom,2011-07-06 12:08:00
